event_id,trip_id,driver_id,passenger_id,reservation_id,event_type,reservation_status,departure_city,destination_city,route,price_per_seat,seats_total,seats_change,price_category,event_ts,trip_publish_ts,trip_departure_ts,annee,mois,jour,heure,trimestre,trimestre_label,mois_nom,jour_semaine,jour_semaine_num,semaine,date,periode_journee,driver_name,passenger_name
EVTBZCJQDTWY3,TRP2444,DRV0024,PAS0012,RSVW6QPHJBF46,reservation_created,active,Kairouan,Nabeul,Kairouan → Nabeul,20.0,2,1,Standard,2025-02-26 01:52:51,2025-02-26 00:30:00,2025-03-01 08:30:00,2025,2,26,1,1,T1,February,Wednesday,2,9,2025-02-26,Nuit,Mouna Dali,Asma Souissi
EVT48ILV6GUGK,TRP1519,DRV0008,PAS0376,RSVZTIZITKSEL,reservation_created,active,Mahdia,Beja,Mahdia → Beja,10.7,4,1,Standard,2025-02-26 04:36:31,2025-02-11 08:55:00,2025-02-27 09:55:00,2025,2,26,4,1,T1,February,Wednesday,2,9,2025-02-26,Nuit,Youssef Karray,Sarra Zouari
EVTVO8PHNCK5Q,TRP2046,DRV0046,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Djerba,Sousse,Djerba → Sousse,28.9,3,0,Premium,2025-02-26 04:45:00,2025-02-26 04:45:00,2025-03-06 16:45:00,2025,2,26,4,1,T1,February,Wednesday,2,9,2025-02-26,Nuit,Youssef Masmoudi,Pas de passager
EVTCKH7Z37QT5,TRP0694,DRV0022,PAS0239,RSVUPD140MMVG,reservation_created,active,Djerba,Tozeur,Djerba → Tozeur,14.9,2,1,Standard,2025-02-26 04:52:50,2025-02-18 17:40:00,2025-03-04 05:40:00,2025,2,26,4,1,T1,February,Wednesday,2,9,2025-02-26,Nuit,Asma Zouari,Mariem Khelifi
EVTZ6VKSSX878,TRP2149,DRV0017,PAS0273,RSVBGCB2JKZNV,reservation_created,active,Sousse,Tunis,Sousse → Tunis,14.8,3,1,Standard,2025-02-26 05:27:24,2025-02-20 02:55:00,2025-02-26 08:55:00,2025,2,26,5,1,T1,February,Wednesday,2,9,2025-02-26,Nuit,Ameni Kouki m,Sarra Bouazizi
EVTMOAKSYTEZV,TRP2149,DRV0017,PAS0273,RSVBGCB2JKZNV,reservation_cancelled,cancelled,Sousse,Tunis,Sousse → Tunis,14.8,3,-1,Standard,2025-02-26 06:17:56,2025-02-20 02:55:00,2025-02-26 08:55:00,2025,2,26,6,1,T1,February,Wednesday,2,9,2025-02-26,Matin,Ameni Kouki m,Sarra Bouazizi
EVTJB85LFOS9D,TRP0005,DRV0025,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Monastir,Kairouan,Monastir → Kairouan,12.7,2,0,Standard,2025-02-26 06:25:00,2025-02-26 06:25:00,2025-03-02 07:25:00,2025,2,26,6,1,T1,February,Wednesday,2,9,2025-02-26,Matin,Ahmed Ferjani,Pas de passager
EVT4Q9YG0QLWE,TRP0057,DRV0055,PAS0316,RSVKL4RFQCD0Y,reservation_created,active,Monastir,Manouba,Monastir → Manouba,11.4,4,2,Standard,2025-02-26 06:43:51,2025-02-18 18:05:00,2025-03-03 18:05:00,2025,2,26,6,1,T1,February,Wednesday,2,9,2025-02-26,Matin,Sami Zouari,Sarra Hammami
EVTTTK57W2K7F,TRP0997,DRV0002,PAS0224,RSVDNH0CMJO39,reservation_created,active,Djerba,Gabes,Djerba → Gabes,22.0,3,1,Premium,2025-02-26 06:56:21,2025-02-10 02:15:00,2025-02-27 12:15:00,2025,2,26,6,1,T1,February,Wednesday,2,9,2025-02-26,Matin,Youssef Hammami,Sarra Ben Ali
EVT9RWP1XKG0M,TRP1223,DRV0006,PAS0368,RSVETVOF7UNAH,reservation_created,active,Gabes,Bizerte,Gabes → Bizerte,16.1,3,1,Standard,2025-02-26 07:49:23,2025-02-25 20:10:00,2025-03-07 08:10:00,2025,2,26,7,1,T1,February,Wednesday,2,9,2025-02-26,Matin,Mouna Kouki m,Skander Bouslama
EVT6EPM47WHKU,TRP2103,DRV0022,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Kairouan,Tozeur,Kairouan → Tozeur,13.7,4,0,Standard,2025-02-26 07:50:00,2025-02-26 07:50:00,2025-03-19 08:50:00,2025,2,26,7,1,T1,February,Wednesday,2,9,2025-02-26,Matin,Asma Zouari,Pas de passager
EVTSQU5N6PVXV,TRP2531,DRV0020,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Zarzis,Kairouan,Zarzis → Kairouan,22.7,3,0,Premium,2025-02-26 07:50:00,2025-02-26 07:50:00,2025-03-08 13:50:00,2025,2,26,7,1,T1,February,Wednesday,2,9,2025-02-26,Matin,Youssef Saidi,Pas de passager
EVTXNS36FANLJ,TRP1580,DRV0025,PAS0145,RSV05LPTXP3PX,reservation_created,active,Kairouan,Ariana,Kairouan → Ariana,17.6,3,1,Standard,2025-02-26 11:24:17,2025-02-20 07:10:00,2025-03-10 13:10:00,2025,2,26,11,1,T1,February,Wednesday,2,9,2025-02-26,Matin,Ahmed Ferjani,Aziz Mansouri
EVTBDOQ89V2XX,TRP0005,DRV0025,PAS0406,RSVNHPQSHZXN8,reservation_created,active,Monastir,Kairouan,Monastir → Kairouan,12.7,2,1,Standard,2025-02-26 14:46:34,2025-02-26 06:25:00,2025-03-02 07:25:00,2025,2,26,14,1,T1,February,Wednesday,2,9,2025-02-26,Après-midi,Ahmed Ferjani,Nour Ferjani
EVTU1A8JTPIMP,TRP2193,DRV0027,PAS0102,RSVZIJD67WI4V,reservation_created,active,Sousse,Ben Arous,Sousse → Ben Arous,22.9,3,1,Premium,2025-02-26 19:46:24,2025-02-23 00:45:00,2025-03-05 09:45:00,2025,2,26,19,1,T1,February,Wednesday,2,9,2025-02-26,Soir,Ahmed Ferjani,Ameni Bouazizi
EVTGIXDROE9SS,TRP2001,DRV0040,PAS0440,RSVX6U3YW4WM0,reservation_created,active,Gabes,Sousse,Gabes → Sousse,25.4,3,1,Premium,2025-02-26 20:29:47,2025-02-12 11:05:00,2025-03-03 18:05:00,2025,2,26,20,1,T1,February,Wednesday,2,9,2025-02-26,Soir,Mehdi Hammami,Ahmed Souissi
EVTKCZMPFTBJ0,TRP2046,DRV0046,PAS0082,RSV0YNPXYG3VZ,reservation_created,active,Djerba,Sousse,Djerba → Sousse,28.9,3,1,Premium,2025-02-26 20:58:57,2025-02-26 04:45:00,2025-03-06 16:45:00,2025,2,26,20,1,T1,February,Wednesday,2,9,2025-02-26,Soir,Youssef Masmoudi,Mouna Hammami
EVTF0E7GTFEDX,TRP1880,DRV0038,PAS0436,RSVV19HYUMVLB,reservation_created,active,Gabes,Jendouba,Gabes → Jendouba,8.0,4,2,Économique,2025-02-26 22:02:20,2025-02-22 11:35:00,2025-03-14 18:35:00,2025,2,26,22,1,T1,February,Wednesday,2,9,2025-02-26,Nuit,Ilyes Dali,Nour Mansouri
EVTDEFCU1KDUA,TRP1845,DRV0058,PAS0016,RSVZPO26W292V,reservation_created,active,Manouba,Kebili,Manouba → Kebili,27.4,2,2,Premium,2025-02-27 00:10:38,2025-02-23 11:00:00,2025-03-06 12:00:00,2025,2,27,0,1,T1,February,Thursday,3,9,2025-02-27,Nuit,Ines Souissi,Ilyes Trabelsi
EVT00TNNC60T1,TRP0271,DRV0034,PAS0102,RSVDE1FO92QO3,reservation_created,active,Nabeul,Sfax,Nabeul → Sfax,21.8,3,1,Premium,2025-02-27 00:36:58,2025-02-24 04:55:00,2025-03-04 09:55:00,2025,2,27,0,1,T1,February,Thursday,3,9,2025-02-27,Nuit,Mariem Bouslama,Ameni Bouazizi
EVT3MZS0A58F4,TRP2429,DRV0050,PAS0149,RSVJWCMMFX29A,reservation_created,active,Ben Arous,Ariana,Ben Arous → Ariana,15.7,3,1,Standard,2025-02-27 01:27:56,2025-02-22 18:00:00,2025-03-02 19:00:00,2025,2,27,1,1,T1,February,Thursday,3,9,2025-02-27,Nuit,Wassim Dali,Skander Guezguez
EVTDV8I969SFI,TRP1703,DRV0060,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Zarzis,Gabes,Zarzis → Gabes,18.5,4,0,Standard,2025-02-27 01:50:00,2025-02-27 01:50:00,2025-03-03 08:50:00,2025,2,27,1,1,T1,February,Thursday,3,9,2025-02-27,Nuit,Youssef Khelifi,Pas de passager
EVT08D287ZF1A,TRP2014,DRV0031,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Bizerte,Manouba,Bizerte → Manouba,15.8,3,0,Standard,2025-02-27 02:05:00,2025-02-27 02:05:00,2025-03-16 07:05:00,2025,2,27,2,1,T1,February,Thursday,3,9,2025-02-27,Nuit,Youssef Masmoudi,Pas de passager
EVTYDZZCKGKWG,TRP0773,DRV0021,PAS0209,RSVD0R5DXEDLI,reservation_created,active,Gabes,Kebili,Gabes → Kebili,16.1,2,1,Standard,2025-02-27 03:59:41,2025-02-15 05:25:00,2025-03-01 15:25:00,2025,2,27,3,1,T1,February,Thursday,3,9,2025-02-27,Nuit,Sami Ben Ali,Sami Hammami
EVT8P4GXNTOKD,TRP2528,DRV0034,PAS0273,RSVY79WX74S6Y,reservation_created,active,Kebili,Sousse,Kebili → Sousse,25.6,3,1,Premium,2025-02-27 07:30:59,2025-02-22 10:35:00,2025-03-10 13:35:00,2025,2,27,7,1,T1,February,Thursday,3,9,2025-02-27,Matin,Mariem Bouslama,Sarra Bouazizi
EVTZRKD8E72OE,TRP0271,DRV0034,PAS0492,RSVWQL586TE6C,reservation_created,active,Nabeul,Sfax,Nabeul → Sfax,21.8,3,1,Premium,2025-02-27 07:47:10,2025-02-24 04:55:00,2025-03-04 09:55:00,2025,2,27,7,1,T1,February,Thursday,3,9,2025-02-27,Matin,Mariem Bouslama,Mehdi Ben Youssef
EVTRPLC5EU0WQ,TRP1954,DRV0037,PAS0047,RSV8UVO8CPACO,reservation_created,active,Manouba,Gafsa,Manouba → Gafsa,28.2,3,1,Premium,2025-02-27 08:03:32,2025-02-19 08:00:00,2025-02-27 13:00:00,2025,2,27,8,1,T1,February,Thursday,3,9,2025-02-27,Matin,Aziz Guezguez,Ines Kouki m
EVTAQHCB82OXL,TRP0038,DRV0035,PAS0051,RSVL6TWR2V3TG,reservation_created,active,Nabeul,Manouba,Nabeul → Manouba,7.6,2,1,Économique,2025-02-27 08:15:41,2025-02-23 21:00:00,2025-03-15 08:00:00,2025,2,27,8,1,T1,February,Thursday,3,9,2025-02-27,Matin,Youssef Guezguez,Wassim Saidi
EVTM6TFNS6UV3,TRP0120,DRV0011,PAS0166,RSVGBAXRBI1DD,reservation_created,active,Kebili,Mahdia,Kebili → Mahdia,23.8,3,1,Premium,2025-02-27 08:23:14,2025-02-24 19:10:00,2025-02-27 19:10:00,2025,2,27,8,1,T1,February,Thursday,3,9,2025-02-27,Matin,Bilel Jebali,Mouna Gharbi
EVTYWJ1CZQLR1,TRP1160,DRV0010,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Djerba,Gabes,Djerba → Gabes,13.5,3,0,Standard,2025-02-27 09:15:00,2025-02-27 09:15:00,2025-03-15 19:15:00,2025,2,27,9,1,T1,February,Thursday,3,9,2025-02-27,Matin,Mehdi Ben Ali,Pas de passager
EVTFMM8L9GCRR,TRP1884,DRV0037,PAS0017,RSVQVAHR67GXS,reservation_created,active,Jendouba,Tozeur,Jendouba → Tozeur,11.2,3,1,Standard,2025-02-27 09:17:47,2025-02-17 16:45:00,2025-03-06 19:45:00,2025,2,27,9,1,T1,February,Thursday,3,9,2025-02-27,Matin,Aziz Guezguez,Hedi Souissi
EVTV1HMJUH0R2,TRP0120,DRV0011,PAS0261,RSVAS6GB3MWAZ,reservation_created,active,Kebili,Mahdia,Kebili → Mahdia,23.8,3,1,Premium,2025-02-27 09:19:51,2025-02-24 19:10:00,2025-02-27 19:10:00,2025,2,27,9,1,T1,February,Thursday,3,9,2025-02-27,Matin,Bilel Jebali,Sarra Guezguez
EVTYI005IM2CT,TRP0209,DRV0012,PAS0213,RSVI4K8INFN7U,reservation_created,active,Sousse,Djerba,Sousse → Djerba,26.5,4,1,Premium,2025-02-27 10:37:46,2025-02-25 06:10:00,2025-03-18 07:10:00,2025,2,27,10,1,T1,February,Thursday,3,9,2025-02-27,Matin,Ameni Bouslama,Asma Hammami
EVT0CMYZZJOKJ,TRP0216,DRV0058,PAS0348,RSV98ZS5D1OEA,reservation_created,active,Jendouba,Sfax,Jendouba → Sfax,17.8,3,1,Standard,2025-02-27 12:05:01,2025-02-24 09:35:00,2025-02-28 21:35:00,2025,2,27,12,1,T1,February,Thursday,3,9,2025-02-27,Midi,Ines Souissi,Mariem Karray
EVTR3IOFKTSKW,TRP1950,DRV0059,PAS0134,RSV7HYPZMQS13,reservation_created,active,Zarzis,Mahdia,Zarzis → Mahdia,23.0,3,2,Premium,2025-02-27 12:13:02,2025-02-24 07:50:00,2025-03-07 09:50:00,2025,2,27,12,1,T1,February,Thursday,3,9,2025-02-27,Midi,Eya Gharbi,Youssef Saidi
EVTW17VUPASAQ,TRP0247,DRV0019,PAS0372,RSVM9N31372VF,reservation_created,active,Kebili,Tunis,Kebili → Tunis,14.6,3,2,Standard,2025-02-27 13:08:04,2025-02-25 18:05:00,2025-03-12 18:05:00,2025,2,27,13,1,T1,February,Thursday,3,9,2025-02-27,Midi,Skander Kouki m,Wassim Zouari
EVTHPA95JEE6P,TRP0209,DRV0012,PAS0310,RSVOHPXZN14RB,reservation_created,active,Sousse,Djerba,Sousse → Djerba,26.5,4,1,Premium,2025-02-27 14:24:19,2025-02-25 06:10:00,2025-03-18 07:10:00,2025,2,27,14,1,T1,February,Thursday,3,9,2025-02-27,Après-midi,Ameni Bouslama,Wassim Bouslama
EVTFHD60LE06R,TRP2429,DRV0050,PAS0269,RSVD8WMPXPT0I,reservation_created,active,Ben Arous,Ariana,Ben Arous → Ariana,15.7,3,1,Standard,2025-02-27 14:46:20,2025-02-22 18:00:00,2025-03-02 19:00:00,2025,2,27,14,1,T1,February,Thursday,3,9,2025-02-27,Après-midi,Wassim Dali,Mehdi Bouslama
EVTBLI8KY3QUZ,TRP0584,DRV0060,PAS0445,RSVTKQOK8YBF6,reservation_created,active,Monastir,Zarzis,Monastir → Zarzis,33.5,4,1,Luxe,2025-02-27 15:16:52,2025-02-24 15:35:00,2025-03-04 02:35:00,2025,2,27,15,1,T1,February,Thursday,3,9,2025-02-27,Après-midi,Youssef Khelifi,Hedi Souissi
EVT6QLMJ9K4KC,TRP0216,DRV0058,PAS0302,RSVTOHJFN17BI,reservation_created,active,Jendouba,Sfax,Jendouba → Sfax,17.8,3,1,Standard,2025-02-27 16:18:04,2025-02-24 09:35:00,2025-02-28 21:35:00,2025,2,27,16,1,T1,February,Thursday,3,9,2025-02-27,Après-midi,Ines Souissi,Eya Jebali
EVTZCFG6O5IN4,TRP1335,DRV0007,PAS0062,RSV95FWLGYGUH,reservation_created,active,Kebili,Djerba,Kebili → Djerba,11.8,3,1,Standard,2025-02-27 18:57:42,2025-02-21 09:00:00,2025-03-07 17:00:00,2025,2,27,18,1,T1,February,Thursday,3,9,2025-02-27,Soir,Ameni Trabelsi,Ameni Chaabane
EVTC3TJJZU41C,TRP2515,DRV0008,PAS0275,RSVD1HC3ESEZ0,reservation_created,active,Zarzis,Monastir,Zarzis → Monastir,23.9,3,1,Premium,2025-02-27 19:19:08,2025-02-15 13:25:00,2025-02-28 23:25:00,2025,2,27,19,1,T1,February,Thursday,3,9,2025-02-27,Soir,Youssef Karray,Ines Karray
EVTKXF0C2FU6S,TRP2046,DRV0046,PAS0009,RSVNBXQZMEK4E,reservation_created,active,Djerba,Sousse,Djerba → Sousse,28.9,3,1,Premium,2025-02-27 19:20:55,2025-02-26 04:45:00,2025-03-06 16:45:00,2025,2,27,19,1,T1,February,Thursday,3,9,2025-02-27,Soir,Youssef Masmoudi,Khalil Souissi
EVT4LJAFZ5KKU,TRP0005,DRV0025,PAS0111,RSV5NHCPL2UEE,reservation_created,active,Monastir,Kairouan,Monastir → Kairouan,12.7,2,1,Standard,2025-02-27 21:55:44,2025-02-26 06:25:00,2025-03-02 07:25:00,2025,2,27,21,1,T1,February,Thursday,3,9,2025-02-27,Soir,Ahmed Ferjani,Sami Jebali
EVTEYL92AQV2K,TRP0332,DRV0024,PAS0434,RSVJHWNLCWSOI,reservation_created,active,Bizerte,Tunis,Bizerte → Tunis,11.7,4,1,Standard,2025-02-27 23:08:20,2025-02-18 12:50:00,2025-03-11 18:50:00,2025,2,27,23,1,T1,February,Thursday,3,9,2025-02-27,Nuit,Mouna Dali,Eya Masmoudi
EVTPXVLV7Q7XX,TRP1844,DRV0060,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Hammamet,Jendouba,Hammamet → Jendouba,20.0,3,0,Standard,2025-02-27 23:15:00,2025-02-27 23:15:00,2025-03-07 00:15:00,2025,2,27,23,1,T1,February,Thursday,3,9,2025-02-27,Nuit,Youssef Khelifi,Pas de passager
EVT6OF6BXKWL9,TRP1981,DRV0040,PAS0162,RSV7LIAND9TAE,reservation_created,active,Mahdia,Gabes,Mahdia → Gabes,25.3,3,1,Premium,2025-02-28 00:11:22,2025-02-24 05:30:00,2025-03-02 07:30:00,2025,2,28,0,1,T1,February,Friday,4,9,2025-02-28,Nuit,Mehdi Hammami,Asma Khelifi
EVTDQNYJ30O1B,TRP1981,DRV0040,PAS0136,RSVVXVF5SX7P8,reservation_created,active,Mahdia,Gabes,Mahdia → Gabes,25.3,3,1,Premium,2025-02-28 00:36:12,2025-02-24 05:30:00,2025-03-02 07:30:00,2025,2,28,0,1,T1,February,Friday,4,9,2025-02-28,Nuit,Mehdi Hammami,Bilel Ben Ali
EVTP96RSK6JF5,TRP2436,DRV0038,PAS0409,RSVGT5HNZAAF3,reservation_created,active,Hammamet,Gabes,Hammamet → Gabes,19.3,2,1,Standard,2025-02-28 03:02:30,2025-02-18 19:50:00,2025-03-07 07:50:00,2025,2,28,3,1,T1,February,Friday,4,9,2025-02-28,Nuit,Ilyes Dali,Skander Ben Ali
EVTI90L3BGMWW,TRP2521,DRV0027,PAS0144,RSV6TCTO8Q8VL,reservation_created,active,Gabes,Hammamet,Gabes → Hammamet,21.5,3,2,Premium,2025-02-28 03:49:16,2025-02-24 06:45:00,2025-02-28 09:45:00,2025,2,28,3,1,T1,February,Friday,4,9,2025-02-28,Nuit,Ahmed Ferjani,Asma Hammami
EVTQYHY1530FM,TRP1652,DRV0048,PAS0321,RSVHJC3SCWJEY,reservation_created,active,Ben Arous,Bizerte,Ben Arous → Bizerte,22.1,3,1,Premium,2025-02-28 04:36:42,2025-02-21 06:55:00,2025-03-13 13:55:00,2025,2,28,4,1,T1,February,Friday,4,9,2025-02-28,Nuit,Ilyes Bouslama,Mouna Masmoudi
EVT592DD2KJZZ,TRP2453,DRV0022,PAS0021,RSV7T5QN5YHMO,reservation_created,active,Monastir,Ben Arous,Monastir → Ben Arous,15.7,3,1,Standard,2025-02-28 04:56:07,2025-02-23 13:40:00,2025-03-03 14:40:00,2025,2,28,4,1,T1,February,Friday,4,9,2025-02-28,Nuit,Asma Zouari,Bilel Karray
EVTWLIEOXVKU8,TRP0416,DRV0054,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Gabes,Zarzis,Gabes → Zarzis,13.0,4,0,Standard,2025-02-28 07:10:00,2025-02-28 07:10:00,2025-03-06 12:10:00,2025,2,28,7,1,T1,February,Friday,4,9,2025-02-28,Matin,Ameni Mansouri,Pas de passager
EVTFDE3G5PJBL,TRP1066,DRV0025,PAS0193,RSVPAUK7A1T5C,reservation_created,active,Zarzis,Tunis,Zarzis → Tunis,10.4,4,1,Standard,2025-02-28 09:09:01,2025-02-23 01:10:00,2025-03-05 12:10:00,2025,2,28,9,1,T1,February,Friday,4,9,2025-02-28,Matin,Ahmed Ferjani,Ameni Hammami
EVT0BIBG29F8N,TRP1845,DRV0058,PAS0280,RSVCTNJBSO3Q9,reservation_created,active,Manouba,Kebili,Manouba → Kebili,27.4,2,1,Premium,2025-02-28 10:43:05,2025-02-23 11:00:00,2025-03-06 12:00:00,2025,2,28,10,1,T1,February,Friday,4,9,2025-02-28,Matin,Ines Souissi,Hedi Gharbi
EVT3V594TSWGO,TRP2299,DRV0015,PAS0322,RSVCUO7ZHJAFD,reservation_created,active,Kebili,Jendouba,Kebili → Jendouba,17.4,3,1,Standard,2025-02-28 11:36:18,2025-02-24 14:05:00,2025-03-14 14:05:00,2025,2,28,11,1,T1,February,Friday,4,9,2025-02-28,Matin,Asma Ben Ali,Ameni Bouslama
EVTHRIZHZPTVH,TRP1711,DRV0032,PAS0132,RSVEIIJJAJN6K,reservation_created,active,Sfax,Manouba,Sfax → Manouba,21.6,3,1,Premium,2025-02-28 11:47:55,2025-02-20 09:55:00,2025-03-13 17:55:00,2025,2,28,11,1,T1,February,Friday,4,9,2025-02-28,Matin,Wassim Souissi,Skander Mansouri
EVTZ6UVZU078W,TRP0216,DRV0058,PAS0303,RSVPHU0RT7NZ5,reservation_created,active,Jendouba,Sfax,Jendouba → Sfax,17.8,3,1,Standard,2025-02-28 13:39:22,2025-02-24 09:35:00,2025-02-28 21:35:00,2025,2,28,13,1,T1,February,Friday,4,9,2025-02-28,Midi,Ines Souissi,Ilyes Trabelsi
EVT6K4RSXWHMV,TRP2444,DRV0024,PAS0158,RSVGN42ALJVAK,reservation_created,active,Kairouan,Nabeul,Kairouan → Nabeul,20.0,2,1,Standard,2025-02-28 13:43:35,2025-02-26 00:30:00,2025-03-01 08:30:00,2025,2,28,13,1,T1,February,Friday,4,9,2025-02-28,Midi,Mouna Dali,Ameni Kouki m
EVTZA54LLHT2Z,TRP1703,DRV0060,PAS0091,RSVHXGF6QD3PD,reservation_created,active,Zarzis,Gabes,Zarzis → Gabes,18.5,4,1,Standard,2025-02-28 13:53:32,2025-02-27 01:50:00,2025-03-03 08:50:00,2025,2,28,13,1,T1,February,Friday,4,9,2025-02-28,Midi,Youssef Khelifi,Nour Karray
EVTI0CGZH7X24,TRP1703,DRV0060,PAS0160,RSVD2OKR3SJ4F,reservation_created,active,Zarzis,Gabes,Zarzis → Gabes,18.5,4,1,Standard,2025-02-28 15:07:16,2025-02-27 01:50:00,2025-03-03 08:50:00,2025,2,28,15,1,T1,February,Friday,4,9,2025-02-28,Après-midi,Youssef Khelifi,Rim Trabelsi
EVTQ035915I6W,TRP1838,DRV0023,PAS0178,RSVXYHK88L3NQ,reservation_created,active,Tozeur,Tunis,Tozeur → Tunis,10.4,2,1,Standard,2025-02-28 15:08:13,2025-02-12 00:50:00,2025-03-02 03:50:00,2025,2,28,15,1,T1,February,Friday,4,9,2025-02-28,Après-midi,Khalil Masmoudi,Youssef Chaabane
EVT94XMI9A7L7,TRP1548,DRV0039,PAS0272,RSVTNJYZRXC7N,reservation_created,active,Zarzis,Sousse,Zarzis → Sousse,26.8,3,2,Premium,2025-02-28 15:41:35,2025-02-15 12:40:00,2025-03-04 23:40:00,2025,2,28,15,1,T1,February,Friday,4,9,2025-02-28,Après-midi,Sami Guezguez,Aziz Mansouri
EVTKGG5PKXUND,TRP2255,DRV0056,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Beja,Tozeur,Beja → Tozeur,9.8,3,0,Économique,2025-02-28 17:05:00,2025-02-28 17:05:00,2025-03-09 00:05:00,2025,2,28,17,1,T1,February,Friday,4,9,2025-02-28,Après-midi,Ilyes Khelifi,Pas de passager
EVT6EIMB9GM53,TRP0891,DRV0014,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Gabes,Gafsa,Gabes → Gafsa,14.5,4,0,Standard,2025-02-28 17:30:00,2025-02-28 17:30:00,2025-03-03 22:30:00,2025,2,28,17,1,T1,February,Friday,4,9,2025-02-28,Après-midi,Mouna Bouslama,Pas de passager
EVT29DLBT2LJC,TRP0209,DRV0012,PAS0446,RSVF4P9OQKL4Z,reservation_created,active,Sousse,Djerba,Sousse → Djerba,26.5,4,1,Premium,2025-02-28 19:09:03,2025-02-25 06:10:00,2025-03-18 07:10:00,2025,2,28,19,1,T1,February,Friday,4,9,2025-02-28,Soir,Ameni Bouslama,Hedi Souissi
EVT0AK9KFGX2D,TRP0904,DRV0001,PAS0406,RSVMT23YGB021,reservation_created,active,Bizerte,Nabeul,Bizerte → Nabeul,23.5,2,1,Premium,2025-02-28 19:12:47,2025-02-24 06:50:00,2025-03-01 08:50:00,2025,2,28,19,1,T1,February,Friday,4,9,2025-02-28,Soir,Aziz Khelifi,Nour Ferjani
EVTQ76UQHDE77,TRP1580,DRV0025,PAS0329,RSV3ICZD03END,reservation_created,active,Kairouan,Ariana,Kairouan → Ariana,17.6,3,1,Standard,2025-02-28 19:45:26,2025-02-20 07:10:00,2025-03-10 13:10:00,2025,2,28,19,1,T1,February,Friday,4,9,2025-02-28,Soir,Ahmed Ferjani,Mariem Souissi
EVTNNKCRZK8WZ,TRP2193,DRV0027,PAS0128,RSVB36QM0O02I,reservation_created,active,Sousse,Ben Arous,Sousse → Ben Arous,22.9,3,2,Premium,2025-02-28 20:11:07,2025-02-23 00:45:00,2025-03-05 09:45:00,2025,2,28,20,1,T1,February,Friday,4,9,2025-02-28,Soir,Ahmed Ferjani,Sami Gharbi
EVTYUVSMOAYOP,TRP0216,DRV0058,PAS0302,RSVTOHJFN17BI,reservation_cancelled,cancelled,Jendouba,Sfax,Jendouba → Sfax,17.8,3,-1,Standard,2025-02-28 20:52:51,2025-02-24 09:35:00,2025-02-28 21:35:00,2025,2,28,20,1,T1,February,Friday,4,9,2025-02-28,Soir,Ines Souissi,Eya Jebali
EVT2JF8JZWTBX,TRP1703,DRV0060,PAS0354,RSVEBYFJPBP9G,reservation_created,active,Zarzis,Gabes,Zarzis → Gabes,18.5,4,1,Standard,2025-03-01 00:08:32,2025-02-27 01:50:00,2025-03-03 08:50:00,2025,3,1,0,1,T1,March,Saturday,5,9,2025-03-01,Nuit,Youssef Khelifi,Bilel Jebali
EVT50NFQT92GN,TRP0648,DRV0052,PAS0417,RSV6ERT1I0GAR,reservation_created,active,Beja,Gafsa,Beja → Gafsa,13.4,3,1,Standard,2025-03-01 00:30:35,2025-02-17 01:10:00,2025-03-02 13:10:00,2025,3,1,0,1,T1,March,Saturday,5,9,2025-03-01,Nuit,Youssef Khelifi,Rim Dali
EVTH3MI2DNODK,TRP0031,DRV0028,PAS_AUCUN,RSV_AUCUNE,trip_published,sans_reservation,Kairouan,Zarzis,Kairouan → Zarzis,18.4,4,0,Standard,2025-03-01 00:50:00,2025-03-01 00:50:00,2025-03-15 05:50:00,2025,3,1,0,1,T1,March,Saturday,5,9,2025-03-01,Nuit,Ahmed Khelifi,Pas de passager
EVT9KLEMDC20Y,TRP1981,DRV0040,PAS0129,RSV45IGBZMAJB,reservation_created,active,Mahdia,Gabes,Mahdia → Gabes,25.3,3,1,Premium,2025-03-01 01:51:20,2025-02-24 05:30:00,2025-03-02 07:30:00,2025,3,1,1,1,T1,March,Saturday,5,9,2025-03-01,Nuit,Mehdi Hammami,Sami Hammami
EVT0SFKRG76PZ,TRP0509,DRV0055,PAS0368,RSVQOL3WSP524,reservation_created,active,Manouba,Sfax,Manouba → Sfax,17.4,2,1,Standard,2025-03-01 03:12:54,2025-02-20 11:55:00,2025-03-11 17:55:00,2025,3,1,3,1,T1,March,Saturday,5,9,2025-03-01,Nuit,Sami Zouari,Skander Bouslama
