event_id,event_type,event_ts,trip_id,trip_publish_ts,trip_departure_ts,departure_city,destination_city,driver_id,driver_name,passenger_id,passenger_name,price_per_seat,seats_total,seats_change,reservation_id,reservation_status
EVT55P1KSTH1R,trip_published,2025-03-02 14:00:00,TRP1502,2025-03-02 14:00:00,2025-03-12 16:00:00,Zarzis,Beja,DRV0057,Sami Bouazizi,,,16.2,3,0,,
EVTOM7NE9DCIE,reservation_created,2025-03-02 14:27:40,TRP2571,2025-02-25 16:55:00,2025-03-12 20:55:00,Gafsa,Mahdia,DRV0038,Ilyes Dali,PAS0430,Ameni Guezguez,28.3,3,2,RSVSLU5ON368S,active
EVTYJB939XX93,reservation_created,2025-03-02 14:54:19,TRP0332,2025-02-18 12:50:00,2025-03-11 18:50:00,Bizerte,Tunis,DRV0024,Mouna Dali,PAS0125,Ahmed Trabelsi,11.7,4,1,RSVR8D3MW4QIM,active
EVTRPH3Q26TE0,trip_published,2025-03-02 15:20:00,TRP0548,2025-03-02 15:20:00,2025-03-05 19:20:00,Sfax,Hammamet,DRV0002,Youssef Hammami,,,14.0,4,0,,
EVTQS2CSDL35J,reservation_created,2025-03-02 15:24:50,TRP1703,2025-02-27 01:50:00,2025-03-03 08:50:00,Zarzis,Gabes,DRV0060,Youssef Khelifi,PAS0178,Youssef Chaabane,18.5,4,1,RSVN12Y6PQ70L,active
EVT0MQADS8F6Q,reservation_created,2025-03-02 15:50:44,TRP0891,2025-02-28 17:30:00,2025-03-03 22:30:00,Gabes,Gafsa,DRV0014,Mouna Bouslama,PAS0207,Hedi Masmoudi,14.5,4,1,RSVE0628D3B92,active
EVT9WIABKGQ43,reservation_created,2025-03-02 16:01:19,TRP1752,2025-02-16 07:45:00,2025-03-09 07:45:00,Tozeur,Zarzis,DRV0015,Asma Ben Ali,PAS0128,Sami Gharbi,16.3,2,1,RSVRAP6B5TSHF,active
EVTJ45Q3FWK0X,reservation_created,2025-03-02 16:27:11,TRP0551,2025-03-01 10:00:00,2025-03-09 14:00:00,Kebili,Mahdia,DRV0039,Sami Guezguez,PAS0397,Asma Ben Youssef,21.1,3,1,RSV4NYDJJBLP2,active
EVT58D9K64ANC,reservation_created,2025-03-02 18:12:10,TRP1160,2025-02-27 09:15:00,2025-03-15 19:15:00,Djerba,Gabes,DRV0010,Mehdi Ben Ali,PAS0382,Mariem Khelifi,13.5,3,1,RSVCFG0B9UQ69,active
EVTJPJ6AF7CPL,reservation_created,2025-03-02 18:26:20,TRP1291,2025-02-22 12:25:00,2025-03-03 20:25:00,Gafsa,Monastir,DRV0006,Mouna Kouki m,PAS0203,Ahmed Guezguez,26.9,3,2,RSVKHNHXVKSKU,active
EVTNIJWF39XUE,reservation_cancelled,2025-03-02 19:57:50,TRP1884,2025-02-17 16:45:00,2025-03-06 19:45:00,Jendouba,Tozeur,DRV0037,Aziz Guezguez,PAS0317,Hedi Gharbi,11.2,3,-1,RSVEUTO1EXWPH,cancelled
EVTLXWZ4WCGIE,trip_published,2025-03-02 20:00:00,TRP2240,2025-03-02 20:00:00,2025-03-24 07:00:00,Kairouan,Gabes,DRV0040,Mehdi Hammami,,,17.5,3,0,,
EVTP78D7EV2Q3,reservation_created,2025-03-02 20:29:59,TRP1844,2025-02-27 23:15:00,2025-03-07 00:15:00,Hammamet,Jendouba,DRV0060,Youssef Khelifi,PAS0067,Sami Chaabane,20.0,3,1,RSVSP7ZCNLU9R,active
EVT712SLBN1W1,reservation_created,2025-03-03 00:51:00,TRP1066,2025-02-23 01:10:00,2025-03-05 12:10:00,Zarzis,Tunis,DRV0025,Ahmed Ferjani,PAS0237,Ines Bouazizi,10.4,4,1,RSVS5ZRRIR1PJ,active
EVT0UNJMAQU5T,reservation_created,2025-03-03 00:58:22,TRP0666,2025-02-25 20:45:00,2025-03-03 07:45:00,Beja,Tunis,DRV0047,Hedi Karray,PAS0472,Aziz Ben Youssef,13.9,4,1,RSVMKOH764FBM,active
EVTQEYASR3OCV,reservation_cancelled,2025-03-03 01:13:42,TRP0891,2025-02-28 17:30:00,2025-03-03 22:30:00,Gabes,Gafsa,DRV0014,Mouna Bouslama,PAS0207,Hedi Masmoudi,14.5,4,-1,RSVTDH6O3SQZ7,cancelled
EVT0DK90W710R,trip_published,2025-03-03 02:10:00,TRP2378,2025-03-03 02:10:00,2025-03-17 10:10:00,Gafsa,Sousse,DRV0037,Aziz Guezguez,,,29.9,3,0,,
EVTFAJ68G5IEP,reservation_created,2025-03-03 02:15:28,TRP0531,2025-03-01 22:15:00,2025-03-06 22:15:00,Nabeul,Jendouba,DRV0028,Ahmed Khelifi,PAS0478,Nour Masmoudi,23.4,2,1,RSVBS7I6TB7RS,active
EVTLQVEKUQU2Q,reservation_created,2025-03-03 02:35:58,TRP1703,2025-02-27 01:50:00,2025-03-03 08:50:00,Zarzis,Gabes,DRV0060,Youssef Khelifi,PAS0427,Ines Ferjani,18.5,4,1,RSVCACTHEHJ8N,active
EVTDPJA6LH1EA,reservation_created,2025-03-03 03:12:28,TRP0680,2025-02-16 05:30:00,2025-03-08 07:30:00,Beja,Zarzis,DRV0051,Rim Karray,PAS0025,Mouna Bouazizi,23.5,3,1,RSVC5WO7DSUT8,active
EVTLO9LYWPDL1,reservation_created,2025-03-03 03:47:18,TRP1278,2025-03-01 07:40:00,2025-03-09 09:40:00,Zarzis,Monastir,DRV0013,Rim Bouazizi,PAS0179,Youssef Dali,26.0,2,2,RSV3O8XMDQOJT,active
EVTHOGV0T370Y,reservation_cancelled,2025-03-03 06:30:17,TRP1845,2025-02-23 11:00:00,2025-03-06 12:00:00,Manouba,Kebili,DRV0058,Ines Souissi,PAS0016,Ilyes Trabelsi,27.4,2,-2,RSVZPO26W292V,cancelled
EVTFQY26D22DX,reservation_created,2025-03-03 06:57:12,TRP2292,2025-02-21 01:50:00,2025-03-12 08:50:00,Mahdia,Ben Arous,DRV0015,Asma Ben Ali,PAS0369,Ameni Chaabane,21.1,4,1,RSVXXMHHO5SFQ,active
EVTYFI7Y01MUT,trip_published,2025-03-03 07:15:00,TRP2577,2025-03-03 07:15:00,2025-03-13 19:15:00,Ben Arous,Djerba,DRV0010,Mehdi Ben Ali,,,35.1,4,0,,
EVT5DMCDSODBZ,trip_published,2025-03-03 07:30:00,TRP0081,2025-03-03 07:30:00,2025-03-22 18:30:00,Ariana,Jendouba,DRV0002,Youssef Hammami,,,23.5,4,0,,
EVTNUBECJ5J7U,reservation_created,2025-03-03 07:39:30,TRP0920,2025-03-01 17:00:00,2025-03-12 18:00:00,Jendouba,Ariana,DRV0010,Mehdi Ben Ali,PAS0165,Eya Souissi,25.2,3,1,RSV2WH6XPRER7,active
EVTFW4IHQEMKY,reservation_cancelled,2025-03-03 07:45:09,TRP1703,2025-02-27 01:50:00,2025-03-03 08:50:00,Zarzis,Gabes,DRV0060,Youssef Khelifi,PAS0427,Ines Ferjani,18.5,4,-1,RSVCACTHEHJ8N,cancelled
EVTLHA9YBVKE9,reservation_cancelled,2025-03-03 08:45:31,TRP1580,2025-02-20 07:10:00,2025-03-10 13:10:00,Kairouan,Ariana,DRV0025,Ahmed Ferjani,PAS0145,Aziz Mansouri,17.6,3,-1,RSV05LPTXP3PX,cancelled
EVTOWZIUT00AA,reservation_created,2025-03-03 08:49:48,TRP0057,2025-02-18 18:05:00,2025-03-03 18:05:00,Monastir,Manouba,DRV0055,Sami Zouari,PAS0336,Bilel Saidi,11.4,4,1,RSVGN938KY4YU,active
EVTQQMY8SR6UQ,reservation_created,2025-03-03 11:50:35,TRP0584,2025-02-24 15:35:00,2025-03-04 02:35:00,Monastir,Zarzis,DRV0060,Youssef Khelifi,PAS0133,Hedi Khelifi,33.5,4,1,RSVQOYUZRUWHS,active
EVTL3L6C9E3GL,reservation_created,2025-03-03 13:09:25,TRP1478,2025-03-01 03:35:00,2025-03-13 08:35:00,Bizerte,Beja,DRV0020,Youssef Saidi,PAS0368,Skander Bouslama,12.9,2,1,RSVBUUA1KI2DQ,active
EVTU9YFR1GZ6F,reservation_created,2025-03-03 13:54:55,TRP0891,2025-02-28 17:30:00,2025-03-03 22:30:00,Gabes,Gafsa,DRV0014,Mouna Bouslama,PAS0207,Hedi Masmoudi,14.5,4,2,RSV515Y4WQQRD,active
EVTOB8F8HO89D,reservation_created,2025-03-03 14:08:24,TRP2046,2025-02-26 04:45:00,2025-03-06 16:45:00,Djerba,Sousse,DRV0046,Youssef Masmoudi,PAS0351,Wassim Zouari,28.9,3,1,RSV3ZFYIJAFTP,active
EVTC965QV3Q95,reservation_created,2025-03-03 14:36:28,TRP0057,2025-02-18 18:05:00,2025-03-03 18:05:00,Monastir,Manouba,DRV0055,Sami Zouari,PAS0368,Skander Bouslama,11.4,4,1,RSVIC8HAJ0IRS,active
EVTTNZU9CGHLQ,reservation_created,2025-03-03 14:38:08,TRP2299,2025-02-24 14:05:00,2025-03-14 14:05:00,Kebili,Jendouba,DRV0015,Asma Ben Ali,PAS0322,Ameni Bouslama,17.4,3,1,RSV8185QJZYFG,active
EVTI9U0VQF6OY,trip_published,2025-03-03 15:05:00,TRP1307,2025-03-03 15:05:00,2025-03-21 21:05:00,Kairouan,Hammamet,DRV0013,Rim Bouazizi,,,16.1,4,0,,
EVTIZFVGM2N0D,reservation_created,2025-03-03 15:56:28,TRP0936,2025-03-02 12:20:00,2025-03-04 18:20:00,Sousse,Djerba,DRV0025,Ahmed Ferjani,PAS0464,Sami Saidi,22.4,3,1,RSVAYJ0SU7UKT,active
EVT4YK89C2SYO,reservation_created,2025-03-03 17:19:09,TRP0271,2025-02-24 04:55:00,2025-03-04 09:55:00,Nabeul,Sfax,DRV0034,Mariem Bouslama,PAS0269,Mehdi Bouslama,21.8,3,1,RSVTIO0YE90LP,active
EVT7HRS7R8RLR,reservation_created,2025-03-03 19:22:50,TRP0097,2025-03-01 08:50:00,2025-03-10 17:50:00,Bizerte,Gabes,DRV0052,Youssef Khelifi,PAS0177,Mehdi Souissi,14.8,4,1,RSV3OKQFC6O8Y,active
EVTEW2T6H8T3M,reservation_created,2025-03-03 19:55:38,TRP1652,2025-02-21 06:55:00,2025-03-13 13:55:00,Ben Arous,Bizerte,DRV0048,Ilyes Bouslama,PAS0234,Asma Guezguez,22.1,3,1,RSVKAXP8Z70R9,active
EVTJG8CN7QA2T,reservation_created,2025-03-03 20:07:34,TRP0891,2025-02-28 17:30:00,2025-03-03 22:30:00,Gabes,Gafsa,DRV0014,Mouna Bouslama,PAS0415,Mehdi Souissi,14.5,4,1,RSVS53Q5HOH8Z,active
EVTIMAHNBGSLC,reservation_created,2025-03-03 21:23:32,TRP0370,2025-02-14 16:30:00,2025-03-08 04:30:00,Djerba,Kebili,DRV0022,Asma Zouari,PAS0175,Youssef Ben Ali,8.1,2,1,RSVOF3AEWNT0H,active
EVTFK0YFN6YGL,reservation_created,2025-03-03 21:46:02,TRP0936,2025-03-02 12:20:00,2025-03-04 18:20:00,Sousse,Djerba,DRV0025,Ahmed Ferjani,PAS0047,Ines Kouki m,22.4,3,1,RSV6OYXIVCKXJ,active
EVTOFEMHLB7JW,reservation_cancelled,2025-03-03 21:46:52,TRP0891,2025-02-28 17:30:00,2025-03-03 22:30:00,Gabes,Gafsa,DRV0014,Mouna Bouslama,PAS0415,Mehdi Souissi,14.5,4,-1,RSVS53Q5HOH8Z,cancelled
EVTCDJ9M14SVQ,reservation_created,2025-03-03 23:34:58,TRP1307,2025-03-03 15:05:00,2025-03-21 21:05:00,Kairouan,Hammamet,DRV0013,Rim Bouazizi,PAS0193,Ameni Hammami,16.1,4,1,RSVCF4NL1G355,active
EVTP2RS20FE51,reservation_created,2025-03-03 23:41:30,TRP0063,2025-03-01 08:55:00,2025-03-15 08:55:00,Gafsa,Kairouan,DRV0034,Mariem Bouslama,PAS0370,Skander Guezguez,11.6,3,1,RSVQMIJAJNDKJ,active
EVTWXYPL6WQHQ,reservation_cancelled,2025-03-04 00:13:10,TRP0584,2025-02-24 15:35:00,2025-03-04 02:35:00,Monastir,Zarzis,DRV0060,Youssef Khelifi,PAS0248,Bilel Ben Ali,33.5,4,-1,RSV2OOGRVK48M,cancelled
EVTQTMVCEV32M,reservation_created,2025-03-04 00:25:34,TRP0584,2025-02-24 15:35:00,2025-03-04 02:35:00,Monastir,Zarzis,DRV0060,Youssef Khelifi,PAS0358,Rim Hammami,33.5,4,1,RSVSB8M5YGO7P,active
EVT11PJQNUI1O,reservation_created,2025-03-04 00:38:37,TRP1307,2025-03-03 15:05:00,2025-03-21 21:05:00,Kairouan,Hammamet,DRV0013,Rim Bouazizi,PAS0287,Skander Ben Youssef,16.1,4,1,RSVZSJ4HX0HD4,active
EVT685HK6OJ24,reservation_created,2025-03-04 01:14:41,TRP0531,2025-03-01 22:15:00,2025-03-06 22:15:00,Nabeul,Jendouba,DRV0028,Ahmed Khelifi,PAS0050,Asma Bouslama,23.4,2,1,RSV190HO3A80P,active
EVTRF3L4JXGYF,trip_published,2025-03-04 01:15:00,TRP1597,2025-03-04 01:15:00,2025-03-17 13:15:00,Mahdia,Tunis,DRV0017,Ameni Kouki m,,,12.6,2,0,,
EVTAM8NM3D3AU,reservation_cancelled,2025-03-04 02:42:07,TRP1066,2025-02-23 01:10:00,2025-03-05 12:10:00,Zarzis,Tunis,DRV0025,Ahmed Ferjani,PAS0237,Ines Bouazizi,10.4,4,-1,RSVS5ZRRIR1PJ,cancelled
EVTZD3VM4X959,reservation_created,2025-03-04 02:48:06,TRP0936,2025-03-02 12:20:00,2025-03-04 18:20:00,Sousse,Djerba,DRV0025,Ahmed Ferjani,PAS0031,Eya Kouki m,22.4,3,1,RSVPLCXN5PHOC,active
EVTPO333MTHJL,reservation_created,2025-03-04 03:49:12,TRP1844,2025-02-27 23:15:00,2025-03-07 00:15:00,Hammamet,Jendouba,DRV0060,Youssef Khelifi,PAS0121,Wassim Dali,20.0,3,1,RSVC6WJCCXD7M,active
EVTK3RE8HCX09,trip_published,2025-03-04 04:05:00,TRP0854,2025-03-04 04:05:00,2025-03-23 15:05:00,Djerba,Gabes,DRV0041,Eya Bouazizi,,,19.6,2,0,,
EVT56SBRSV14S,reservation_created,2025-03-04 05:03:16,TRP2103,2025-02-26 07:50:00,2025-03-19 08:50:00,Kairouan,Tozeur,DRV0022,Asma Zouari,PAS0402,Youssef Hammami,13.7,4,1,RSVOG3ZHUHY0I,active
EVTCLB7QJ55WS,reservation_created,2025-03-04 05:41:10,TRP0467,2025-02-21 08:00:00,2025-03-11 20:00:00,Nabeul,Tunis,DRV0059,Eya Gharbi,PAS0285,Ameni Saidi,7.7,4,1,RSVVD4BZ0Y2E4,active
EVTHKV4WMTQ9F,reservation_created,2025-03-04 06:01:38,TRP0084,2025-02-14 11:10:00,2025-03-06 19:10:00,Zarzis,Sfax,DRV0002,Youssef Hammami,PAS0369,Ameni Chaabane,19.9,4,2,RSVWEUSNS7VBH,active
EVTD916G9S472,reservation_created,2025-03-04 10:23:08,TRP0487,2025-02-25 08:25:00,2025-03-18 18:25:00,Manouba,Kairouan,DRV0006,Mouna Kouki m,PAS0363,Ines Kouki m,15.8,3,2,RSVIWUG6RTREJ,active
EVT9ZIMMS4MWA,reservation_created,2025-03-04 12:47:28,TRP1335,2025-02-21 09:00:00,2025-03-07 17:00:00,Kebili,Djerba,DRV0007,Ameni Trabelsi,PAS0311,Eya Karray,11.8,3,1,RSVET92DZ6WEI,active
EVTKCP6E86HUF,reservation_created,2025-03-04 13:15:49,TRP1951,2025-03-01 21:25:00,2025-03-23 08:25:00,Jendouba,Tunis,DRV0005,Aziz Khelifi,PAS0248,Bilel Ben Ali,11.9,4,1,RSVR31KJMQYQ4,active
EVT6LOPPS1BCE,trip_published,2025-03-04 13:25:00,TRP2226,2025-03-04 13:25:00,2025-03-05 14:25:00,Monastir,Jendouba,DRV0004,Mouna Souissi,,,22.5,3,0,,
EVT3TEDHRKRJS,reservation_created,2025-03-04 13:53:19,TRP2571,2025-02-25 16:55:00,2025-03-12 20:55:00,Gafsa,Mahdia,DRV0038,Ilyes Dali,PAS0247,Youssef Bouslama,28.3,3,1,RSVRXTG2BCTK5,active
EVT90Y7C6LCE3,reservation_created,2025-03-04 14:47:50,TRP2226,2025-03-04 13:25:00,2025-03-05 14:25:00,Monastir,Jendouba,DRV0004,Mouna Souissi,PAS0295,Nour Ferjani,22.5,3,1,RSVNR1LWFQH0B,active
EVTC24GGTY7NI,reservation_created,2025-03-04 15:37:01,TRP1066,2025-02-23 01:10:00,2025-03-05 12:10:00,Zarzis,Tunis,DRV0025,Ahmed Ferjani,PAS0079,Youssef Hammami,10.4,4,1,RSV5YJKWOBW6K,active
EVT0SOQVVGFLK,trip_published,2025-03-04 17:25:00,TRP2511,2025-03-04 17:25:00,2025-03-05 17:25:00,Beja,Monastir,DRV0049,Sarra Bouslama,,,17.9,2,0,,
EVTS518IA77E7,trip_published,2025-03-04 17:45:00,TRP1328,2025-03-04 17:45:00,2025-03-08 19:45:00,Nabeul,Monastir,DRV0019,Skander Kouki m,,,11.9,2,0,,
EVTNW8UVTZC17,reservation_created,2025-03-04 19:42:29,TRP1328,2025-03-04 17:45:00,2025-03-08 19:45:00,Nabeul,Monastir,DRV0019,Skander Kouki m,PAS0391,Mouna Mansouri,11.9,2,1,RSV6VB0R136XQ,active
EVTAXS9J5QW77,reservation_created,2025-03-04 22:21:19,TRP1097,2025-02-23 01:20:00,2025-03-10 07:20:00,Ben Arous,Kebili,DRV0017,Ameni Kouki m,PAS0104,Ilyes Zouari,28.3,2,1,RSVFICV7HCGF0,active
EVT48JZ0LVLTE,reservation_created,2025-03-04 23:13:18,TRP2511,2025-03-04 17:25:00,2025-03-05 17:25:00,Beja,Monastir,DRV0049,Sarra Bouslama,PAS0492,Mehdi Ben Youssef,17.9,2,1,RSVXCELZIE4BI,active
EVT2CYX3U5FMW,reservation_created,2025-03-05 00:29:54,TRP2226,2025-03-04 13:25:00,2025-03-05 14:25:00,Monastir,Jendouba,DRV0004,Mouna Souissi,PAS0070,Ameni Bouslama,22.5,3,1,RSVV3ROMNWW0Z,active
EVTL8J3DR0YGM,reservation_created,2025-03-05 00:31:36,TRP0923,2025-02-25 05:35:00,2025-03-07 12:35:00,Ariana,Mahdia,DRV0048,Ilyes Bouslama,PAS0241,Eya Mansouri,18.9,3,1,RSVFE7JCEF82D,active
EVTGQ124E5XOL,reservation_created,2025-03-05 03:06:04,TRP0640,2025-02-17 22:40:00,2025-03-07 22:40:00,Ben Arous,Beja,DRV0041,Eya Bouazizi,PAS0464,Sami Saidi,16.8,2,1,RSVFYX28XETLW,active
EVT1FYOSVOF9E,reservation_created,2025-03-05 03:15:28,TRP1369,2025-02-24 10:20:00,2025-03-06 18:20:00,Bizerte,Monastir,DRV0035,Youssef Guezguez,PAS0430,Ameni Guezguez,19.7,4,1,RSVG1ZE04YWM8,active
EVTYA0W03BKFD,reservation_created,2025-03-05 03:25:22,TRP0414,2025-02-24 03:10:00,2025-03-13 09:10:00,Manouba,Ben Arous,DRV0027,Ahmed Ferjani,PAS0078,Ameni Chaabane,16.3,3,1,RSV0K5ZXX0UX8,active
EVTBMOYD52MH6,trip_published,2025-03-05 04:05:00,TRP0348,2025-03-05 04:05:00,2025-03-20 09:05:00,Sousse,Kebili,DRV0006,Mouna Kouki m,,,17.6,3,0,,
EVTDE2YK2VYBR,reservation_created,2025-03-05 04:08:24,TRP0548,2025-03-02 15:20:00,2025-03-05 19:20:00,Sfax,Hammamet,DRV0002,Youssef Hammami,PAS0263,Mariem Bouslama,14.0,4,1,RSVZEFA4RNRWG,active
EVT7AJ9FFNR7B,reservation_created,2025-03-05 04:11:28,TRP2470,2025-02-21 23:00:00,2025-03-10 11:00:00,Monastir,Bizerte,DRV0049,Sarra Bouslama,PAS0441,Mouna Gharbi,19.1,2,1,RSVYO2ONALVJN,active
EVTV08MHSSFJZ,reservation_created,2025-03-05 04:16:20,TRP0419,2025-02-26 00:00:00,2025-03-06 04:00:00,Jendouba,Manouba,DRV0003,Asma Karray,PAS0017,Hedi Souissi,26.7,3,1,RSVCKES6AG4HY,active
EVTXR47NOB2JD,reservation_created,2025-03-05 04:37:08,TRP1081,2025-03-02 05:05:00,2025-03-23 09:05:00,Bizerte,Sfax,DRV0033,Skander Souissi,PAS0117,Wassim Ben Youssef,11.0,3,1,RSVI2BCDCCKDJ,active
EVTHBJ4NTKSZ4,reservation_created,2025-03-05 04:57:30,TRP1502,2025-03-02 14:00:00,2025-03-12 16:00:00,Zarzis,Beja,DRV0057,Sami Bouazizi,PAS0392,Nour Khelifi,16.2,3,1,RSVR3E5WXT75G,active
EVTW970SQ9P7Y,reservation_created,2025-03-05 05:00:21,TRP0771,2025-03-02 07:45:00,2025-03-14 19:45:00,Zarzis,Gabes,DRV0040,Mehdi Hammami,PAS0385,Skander Hammami,18.8,3,1,RSVG1PMVTTYFQ,active
EVTNPQVZSK3U7,reservation_created,2025-03-05 06:03:49,TRP2226,2025-03-04 13:25:00,2025-03-05 14:25:00,Monastir,Jendouba,DRV0004,Mouna Souissi,PAS0031,Eya Kouki m,22.5,3,1,RSVPLYB66SR71,active
EVTGPYHUKTLSD,reservation_created,2025-03-05 06:14:28,TRP1278,2025-03-01 07:40:00,2025-03-09 09:40:00,Zarzis,Monastir,DRV0013,Rim Bouazizi,PAS0372,Wassim Zouari,26.0,2,1,RSVGKE0EUH189,active
EVTD93P8P702A,reservation_created,2025-03-05 06:24:06,TRP0548,2025-03-02 15:20:00,2025-03-05 19:20:00,Sfax,Hammamet,DRV0002,Youssef Hammami,PAS0321,Mouna Masmoudi,14.0,4,1,RSV0VGPCGRNJ3,active
EVT44Y3NPZ5GP,trip_published,2025-03-05 06:45:00,TRP0896,2025-03-05 06:45:00,2025-03-26 18:45:00,Ben Arous,Sfax,DRV0001,Aziz Khelifi,,,21.0,3,0,,
EVT9ES4RV1OEI,reservation_created,2025-03-05 07:11:55,TRP1502,2025-03-02 14:00:00,2025-03-12 16:00:00,Zarzis,Beja,DRV0057,Sami Bouazizi,PAS0366,Wassim Guezguez,16.2,3,2,RSVWC9M6ZSIB0,active
EVT3E63UHM61S,reservation_created,2025-03-05 07:52:13,TRP0548,2025-03-02 15:20:00,2025-03-05 19:20:00,Sfax,Hammamet,DRV0002,Youssef Hammami,PAS0433,Rim Gharbi,14.0,4,2,RSV790IGX7LHB,active
EVTEV4IY4K1NI,trip_published,2025-03-05 08:20:00,TRP2242,2025-03-05 08:20:00,2025-03-18 09:20:00,Sfax,Tunis,DRV0042,Hedi Bouazizi,,,14.0,3,0,,
EVTT5VZTG12CY,reservation_created,2025-03-05 08:55:59,TRP0416,2025-02-28 07:10:00,2025-03-06 12:10:00,Gabes,Zarzis,DRV0054,Ameni Mansouri,PAS0442,Skander Bouslama,13.0,4,2,RSVE8YRRZBUJ6,active
EVT4NJP0YQAPW,reservation_created,2025-03-05 09:26:01,TRP2292,2025-02-21 01:50:00,2025-03-12 08:50:00,Mahdia,Ben Arous,DRV0015,Asma Ben Ali,PAS0102,Ameni Bouazizi,21.1,4,1,RSVXRKEUR9TM4,active
EVT4I8J6NG5TD,reservation_created,2025-03-05 10:52:41,TRP0923,2025-02-25 05:35:00,2025-03-07 12:35:00,Ariana,Mahdia,DRV0048,Ilyes Bouslama,PAS0295,Nour Ferjani,18.9,3,2,RSVBM7EUL7YVV,active
EVTASW22FIWK5,trip_published,2025-03-05 10:55:00,TRP2489,2025-03-05 10:55:00,2025-03-06 17:55:00,Gabes,Bizerte,DRV0053,Khalil Khelifi,,,13.7,3,0,,
EVTCQM24BIHB2,trip_published,2025-03-05 11:40:00,TRP1685,2025-03-05 11:40:00,2025-03-21 13:40:00,Djerba,Kebili,DRV0015,Asma Ben Ali,,,6.5,3,0,,
EVTBA6IHW342S,reservation_created,2025-03-05 11:50:07,TRP2577,2025-03-03 07:15:00,2025-03-13 19:15:00,Ben Arous,Djerba,DRV0010,Mehdi Ben Ali,PAS0021,Bilel Karray,35.1,4,1,RSVKRLZ5BXSAS,active
EVTS9TZJ9VFA9,reservation_created,2025-03-05 11:56:55,TRP0038,2025-02-23 21:00:00,2025-03-15 08:00:00,Nabeul,Manouba,DRV0035,Youssef Guezguez,PAS0263,Mariem Bouslama,7.6,2,1,RSV3OPA59F96L,active
EVTN73HSN1YIM,reservation_created,2025-03-05 12:13:45,TRP2511,2025-03-04 17:25:00,2025-03-05 17:25:00,Beja,Monastir,DRV0049,Sarra Bouslama,PAS0142,Skander Souissi,17.9,2,1,RSVLZX9GWLO5J,active
EVTMNFENS98GH,reservation_created,2025-03-05 13:18:25,TRP0416,2025-02-28 07:10:00,2025-03-06 12:10:00,Gabes,Zarzis,DRV0054,Ameni Mansouri,PAS0215,Sarra Dali,13.0,4,2,RSVGLVRSP2EC4,active
EVTB2FXTBDY7I,reservation_created,2025-03-05 13:26:25,TRP1951,2025-03-01 21:25:00,2025-03-23 08:25:00,Jendouba,Tunis,DRV0005,Aziz Khelifi,PAS0470,Sarra Jebali,11.9,4,1,RSVI62VTR9C0S,active
EVT2XLBL9SA86,reservation_created,2025-03-05 13:45:58,TRP0097,2025-03-01 08:50:00,2025-03-10 17:50:00,Bizerte,Gabes,DRV0052,Youssef Khelifi,PAS0273,Sarra Bouazizi,14.8,4,1,RSVGYR9NAPDHY,active
EVTQGNLVQIJFB,reservation_created,2025-03-05 14:43:16,TRP2489,2025-03-05 10:55:00,2025-03-06 17:55:00,Gabes,Bizerte,DRV0053,Khalil Khelifi,PAS0470,Sarra Jebali,13.7,3,1,RSVMAG29UBMN8,active
EVTOKIL8XBE3F,reservation_created,2025-03-05 15:56:42,TRP0549,2025-02-25 09:15:00,2025-03-05 19:15:00,Ariana,Monastir,DRV0015,Asma Ben Ali,PAS0029,Ameni Bouazizi,18.7,3,1,RSVC443HBEU4P,active
EVT9T92C8DILP,reservation_created,2025-03-05 16:02:40,TRP2085,2025-03-01 09:45:00,2025-03-14 19:45:00,Bizerte,Ben Arous,DRV0037,Aziz Guezguez,PAS0381,Aziz Hammami,18.6,4,1,RSVZN4VGL7MU8,active
EVT37Y7MFTG31,reservation_created,2025-03-05 18:02:58,TRP2489,2025-03-05 10:55:00,2025-03-06 17:55:00,Gabes,Bizerte,DRV0053,Khalil Khelifi,PAS0272,Aziz Mansouri,13.7,3,1,RSVQUT8D5ZG97,active
EVT6WTZZMTWYO,reservation_created,2025-03-05 19:34:13,TRP0419,2025-02-26 00:00:00,2025-03-06 04:00:00,Jendouba,Manouba,DRV0003,Asma Karray,PAS0326,Asma Dali,26.7,3,2,RSVKPL0NBZ1Y4,active
EVTKVYLKBZBHW,reservation_created,2025-03-05 21:56:56,TRP0771,2025-03-02 07:45:00,2025-03-14 19:45:00,Zarzis,Gabes,DRV0040,Mehdi Hammami,PAS0440,Ahmed Souissi,18.8,3,1,RSVVS2SLZZ4NV,active
EVT4Y5VQFS99N,reservation_cancelled,2025-03-06 00:11:12,TRP0640,2025-02-17 22:40:00,2025-03-07 22:40:00,Ben Arous,Beja,DRV0041,Eya Bouazizi,PAS0464,Sami Saidi,16.8,2,-1,RSVFYX28XETLW,cancelled
EVTF075G514A9,trip_published,2025-03-06 00:40:00,TRP2105,2025-03-06 00:40:00,2025-03-07 00:40:00,Ben Arous,Bizerte,DRV0021,Sami Ben Ali,,,16.0,4,0,,
EVTDG7V3HKMYE,reservation_created,2025-03-06 02:02:53,TRP0551,2025-03-01 10:00:00,2025-03-09 14:00:00,Kebili,Mahdia,DRV0039,Sami Guezguez,PAS0195,Skander Ben Youssef,21.1,3,1,RSV28OQ0MS3CT,active
